season,lg,type,number_tm,player,player_id
1983,NBA,All-Defense,2nd,Tree Rollins,rollitr01
1983,NBA,All-NBA,1st,Moses Malone,malonmo01
1983,NBA,All-NBA,1st,Larry Bird,birdla01
1983,NBA,All-NBA,1st,Julius Erving,ervinju01
1983,NBA,All-NBA,1st,Magic Johnson,johnsma02
1983,NBA,All-NBA,1st,Sidney Moncrief,moncrsi01
1983,NBA,All-NBA,2nd,Kareem Abdul-Jabbar,abdulka01
1983,NBA,All-NBA,2nd,Alex English,englial01
1983,NBA,All-NBA,2nd,Buck Williams,willibu01
1983,NBA,All-NBA,2nd,George Gervin,gervige01
1983,NBA,All-NBA,2nd,Isiah Thomas,thomais01
1983,NBA,All-Rookie,1st,Terry Cummings,cummite01
1983,NBA,All-Rookie,1st,Quintin Dailey,dailequ01
1983,NBA,All-Rookie,1st,Clark Kellogg,kellocl01
1983,NBA,All-Rookie,1st,Dominique Wilkins,wilkido01
1983,NBA,All-Rookie,1st,James Worthy,worthja01
1982,NBA,All-Defense,1st,Michael Cooper,coopemi01
1982,NBA,All-Defense,1st,Dennis Johnson,johnsde01
1982,NBA,All-Defense,1st,Bobby Jones,jonesbo01
1982,NBA,All-Defense,1st,Caldwell Jones,jonesca01
1982,NBA,All-Defense,1st,Dan Roundfield,roundda01
1982,NBA,All-Defense,2nd,Larry Bird,birdla01
1982,NBA,All-Defense,2nd,Quinn Buckner,bucknqu01
1982,NBA,All-Defense,2nd,Sidney Moncrief,moncrsi01
1982,NBA,All-Defense,2nd,Lonnie Shelton,sheltlo01
1982,NBA,All-Defense,2nd,Jack Sikma,sikmaja01
1982,NBA,All-NBA,1st,Moses Malone,malonmo01
1982,NBA,All-NBA,1st,Larry Bird,birdla01
1982,NBA,All-NBA,1st,Julius Erving,ervinju01
1982,NBA,All-NBA,1st,George Gervin,gervige01
1982,NBA,All-NBA,1st,Gus Williams,willigu01
1982,NBA,All-NBA,2nd,Robert Parish,parisro01
1982,NBA,All-NBA,2nd,Alex English,englial01
1982,NBA,All-NBA,2nd,Bernard King,kingbe01
1982,NBA,All-NBA,2nd,Magic Johnson,johnsma02
1982,NBA,All-NBA,2nd,Sidney Moncrief,moncrsi01
1982,NBA,All-Rookie,1st,Jeff Ruland,rulanje01
1982,NBA,All-Rookie,1st,Isiah Thomas,thomais01
1982,NBA,All-Rookie,1st,Kelly Tripucka,tripuke01
1982,NBA,All-Rookie,1st,Jay Vincent,vinceja01
1982,NBA,All-Rookie,1st,Buck Williams,willibu01
1981,NBA,All-Defense,1st,Kareem Abdul-Jabbar,abdulka01
1981,NBA,All-Defense,1st,Dennis Johnson,johnsde01
1981,NBA,All-Defense,1st,Bobby Jones,jonesbo01
1981,NBA,All-Defense,1st,Caldwell Jones,jonesca01
1981,NBA,All-Defense,1st,Michael Ray Richardson,richami01
1981,NBA,All-Defense,2nd,Quinn Buckner,bucknqu01
1981,NBA,All-Defense,2nd,George Johnson,johnsge02
1981,NBA,All-Defense,2nd,Dan Roundfield,roundda01
1981,NBA,All-Defense,2nd,Kermit Washington,washike01
1981,NBA,All-Defense,2nd,Dudley Bradley,bradldu01
1981,NBA,All-Defense,2nd,Michael Cooper,coopemi01
1981,NBA,All-NBA,1st,Kareem Abdul-Jabbar,abdulka01
1981,NBA,All-NBA,1st,Larry Bird,birdla01
1981,NBA,All-NBA,1st,Julius Erving,ervinju01
1981,NBA,All-NBA,1st,George Gervin,gervige01
1981,NBA,All-NBA,1st,Dennis Johnson,johnsde01
1981,NBA,All-NBA,2nd,Moses Malone,malonmo01
1981,NBA,All-NBA,2nd,Adrian Dantley,dantlad01
1981,NBA,All-NBA,2nd,Marques Johnson,johnsma01
1981,NBA,All-NBA,2nd,Tiny Archibald,architi01
1981,NBA,All-NBA,2nd,Otis Birdsong,birdsot01
1981,NBA,All-Rookie,1st,Joe Barry Carroll,carrojo01
1981,NBA,All-Rookie,1st,Darrell Griffith,griffda01
1981,NBA,All-Rookie,1st,Kevin McHale,mchalke01
1981,NBA,All-Rookie,1st,Kelvin Ransey,ranseke01
1981,NBA,All-Rookie,1st,Larry Smith,smithla01
1980,NBA,All-Defense,1st,Kareem Abdul-Jabbar,abdulka01
1980,NBA,All-Defense,1st,Dennis Johnson,johnsde01
1980,NBA,All-Defense,1st,Bobby Jones,jonesbo01
1980,NBA,All-Defense,1st,Dan Roundfield,roundda01
1980,NBA,All-Defense,1st,Don Buse,busedo01
1980,NBA,All-Defense,1st,Michael Ray Richardson,richami01
1980,NBA,All-Defense,2nd,Quinn Buckner,bucknqu01
1980,NBA,All-Defense,2nd,Dave Cowens,cowenda01
1980,NBA,All-Defense,2nd,Eddie Johnson,johnsed02
1980,NBA,All-Defense,2nd,Kermit Washington,washike01
1980,NBA,All-Defense,2nd,Scott Wedman,wedmasc01
1980,NBA,All-NBA,1st,Kareem Abdul-Jabbar,abdulka01
1980,NBA,All-NBA,1st,Larry Bird,birdla01
1980,NBA,All-NBA,1st,Julius Erving,ervinju01
1980,NBA,All-NBA,1st,George Gervin,gervige01
1980,NBA,All-NBA,1st,Paul Westphal,westppa01
1980,NBA,All-NBA,2nd,Moses Malone,malonmo01
1980,NBA,All-NBA,2nd,Marques Johnson,johnsma01
1980,NBA,All-NBA,2nd,Dan Roundfield,roundda01
1980,NBA,All-NBA,2nd,Dennis Johnson,johnsde01
1980,NBA,All-NBA,2nd,Gus Williams,willigu01
1980,NBA,All-Rookie,1st,Larry Bird,birdla01
1980,NBA,All-Rookie,1st,Bill Cartwright,cartwbi01
1980,NBA,All-Rookie,1st,Dave Greenwood,greenda01
1980,NBA,All-Rookie,1st,Magic Johnson,johnsma02
1980,NBA,All-Rookie,1st,Calvin Natt,nattca01
1979,NBA,All-Defense,1st,Kareem Abdul-Jabbar,abdulka01
1979,NBA,All-Defense,1st,Don Buse,busedo01
1979,NBA,All-Defense,1st,Bob Dandridge,dandrbo01
1979,NBA,All-Defense,1st,Dennis Johnson,johnsde01
1979,NBA,All-Defense,1st,Bobby Jones,jonesbo01
1979,NBA,All-Defense,2nd,M.L. Carr,carrml01
1979,NBA,All-Defense,2nd,Lionel Hollins,hollili01
1979,NBA,All-Defense,2nd,Eddie Johnson,johnsed02
1979,NBA,All-Defense,2nd,Maurice Lucas,lucasma01
1979,NBA,All-Defense,2nd,Moses Malone,malonmo01
1979,NBA,All-NBA,1st,Moses Malone,malonmo01
1979,NBA,All-NBA,1st,Elvin Hayes,hayesel01
1979,NBA,All-NBA,1st,Marques Johnson,johnsma01
1979,NBA,All-NBA,1st,George Gervin,gervige01
1979,NBA,All-NBA,1st,Paul Westphal,westppa01
1979,NBA,All-NBA,2nd,Kareem Abdul-Jabbar,abdulka01
1979,NBA,All-NBA,2nd,Bob Dandridge,dandrbo01
1979,NBA,All-NBA,2nd,Walter Davis,daviswa03
1979,NBA,All-NBA,2nd,Phil Ford,fordph01
1979,NBA,All-NBA,2nd,World B. Free,freewo01
1979,NBA,All-Rookie,1st,Ron Brewer,brewero01
1979,NBA,All-Rookie,1st,Phil Ford,fordph01
1979,NBA,All-Rookie,1st,Reggie Theus,theusre01
1979,NBA,All-Rookie,1st,Mychal Thompson,thompmy01
1979,NBA,All-Rookie,1st,Terry Tyler,tylerte01
1978,NBA,All-Defense,1st,Don Buse,busedo01
1978,NBA,All-Defense,1st,Lionel Hollins,hollili01
1978,NBA,All-Defense,1st,Bobby Jones,jonesbo01
1978,NBA,All-Defense,1st,Maurice Lucas,lucasma01
1978,NBA,All-Defense,1st,Bill Walton,waltobi01
1978,NBA,All-Defense,2nd,Quinn Buckner,bucknqu01
1978,NBA,All-Defense,2nd,E.C. Coleman,colemec01
1978,NBA,All-Defense,2nd,Bob Gross,grossbo01
1978,NBA,All-Defense,2nd,Norm Van Lier,vanlino01
1978,NBA,All-Defense,2nd,Kareem Abdul-Jabbar,abdulka01
1978,NBA,All-Defense,2nd,Artis Gilmore,gilmoar01
1978,NBA,All-NBA,1st,Bill Walton,waltobi01
1978,NBA,All-NBA,1st,Julius Erving,ervinju01
1978,NBA,All-NBA,1st,Truck Robinson,robintr01
1978,NBA,All-NBA,1st,George Gervin,gervige01
1978,NBA,All-NBA,1st,David Thompson,thompda01
1978,NBA,All-NBA,2nd,Kareem Abdul-Jabbar,abdulka01
1978,NBA,All-NBA,2nd,Walter Davis,daviswa03
1978,NBA,All-NBA,2nd,Maurice Lucas,lucasma01
1978,NBA,All-NBA,2nd,Pete Maravich,maravpe01
1978,NBA,All-NBA,2nd,Paul Westphal,westppa01
1978,NBA,All-Rookie,1st,Walter Davis,daviswa03
1978,NBA,All-Rookie,1st,Marques Johnson,johnsma01
1978,NBA,All-Rookie,1st,Bernard King,kingbe01
1978,NBA,All-Rookie,1st,Norm Nixon,nixonno01
1978,NBA,All-Rookie,1st,Jack Sikma,sikmaja01
1977,NBA,All-Defense,1st,Don Buse,busedo01
1977,NBA,All-Defense,1st,E.C. Coleman,colemec01
1977,NBA,All-Defense,1st,Bobby Jones,jonesbo01
1977,NBA,All-Defense,1st,Norm Van Lier,vanlino01
1977,NBA,All-Defense,1st,Bill Walton,waltobi01
1977,NBA,All-Defense,2nd,Kareem Abdul-Jabbar,abdulka01
1977,NBA,All-Defense,2nd,Jim Brewer,breweji01
1977,NBA,All-Defense,2nd,Don Chaney,chanedo01
1977,NBA,All-Defense,2nd,Brian Taylor,taylobr01
1977,NBA,All-Defense,2nd,Jamaal Wilkes,wilkeja01
1977,NBA,All-NBA,1st,Kareem Abdul-Jabbar,abdulka01
1977,NBA,All-NBA,1st,Elvin Hayes,hayesel01
1977,NBA,All-NBA,1st,David Thompson,thompda01
1977,NBA,All-NBA,1st,Pete Maravich,maravpe01
1977,NBA,All-NBA,1st,Paul Westphal,westppa01
1977,NBA,All-NBA,2nd,Bill Walton,waltobi01
1977,NBA,All-NBA,2nd,Julius Erving,ervinju01
1977,NBA,All-NBA,2nd,George McGinnis,mcginge01
1977,NBA,All-NBA,2nd,George Gervin,gervige01
1977,NBA,All-NBA,2nd,Jo Jo White,whitejo01
1977,NBA,All-Rookie,1st,Adrian Dantley,dantlad01
1977,NBA,All-Rookie,1st,Mitch Kupchak,kupchmi01
1977,NBA,All-Rookie,1st,Ron Lee,leero01
1977,NBA,All-Rookie,1st,John Lucas,lucasjo01
1977,NBA,All-Rookie,1st,Scott May,maysc01
1976,ABA,All-ABA,1st,Artis Gilmore,gilmoar01
1976,ABA,All-ABA,1st,Julius Erving,ervinju01
1976,ABA,All-ABA,1st,Billy Knight,knighbi01
1976,ABA,All-ABA,1st,James Silas,silasja01
1976,ABA,All-ABA,1st,Ralph Simpson,simpsra01
1976,ABA,All-ABA,2nd,Dan Issel,isselda01
1976,ABA,All-ABA,2nd,Bobby Jones,jonesbo01
1976,ABA,All-ABA,2nd,David Thompson,thompda01
1976,ABA,All-ABA,2nd,Don Buse,busedo01
1976,ABA,All-ABA,2nd,George Gervin,gervige01
1976,ABA,All-Defense,1st,Don Buse,busedo01
1976,ABA,All-Defense,1st,Julius Erving,ervinju01
1976,ABA,All-Defense,1st,Artis Gilmore,gilmoar01
1976,ABA,All-Defense,1st,Bobby Jones,jonesbo01
1976,ABA,All-Defense,1st,Brian Taylor,taylobr01
1976,NBA,All-Defense,1st,Dave Cowens,cowenda01
1976,NBA,All-Defense,1st,John Havlicek,havlijo01
1976,NBA,All-Defense,1st,Paul Silas,silaspa01
1976,NBA,All-Defense,1st,Norm Van Lier,vanlino01
1976,NBA,All-Defense,1st,Slick Watts,wattssl01
1976,NBA,All-Defense,2nd,Kareem Abdul-Jabbar,abdulka01
1976,NBA,All-Defense,2nd,Jim Brewer,breweji01
1976,NBA,All-Defense,2nd,Jim Cleamons,cleamji01
1976,NBA,All-Defense,2nd,Phil Smith,smithph01
1976,NBA,All-Defense,2nd,Jamaal Wilkes,wilkeja01
1976,NBA,All-NBA,1st,Kareem Abdul-Jabbar,abdulka01
1976,NBA,All-NBA,1st,Rick Barry,barryri01
1976,NBA,All-NBA,1st,George McGinnis,mcginge01
1976,NBA,All-NBA,1st,Tiny Archibald,architi01
1976,NBA,All-NBA,1st,Pete Maravich,maravpe01
1976,NBA,All-NBA,2nd,Dave Cowens,cowenda01
1976,NBA,All-NBA,2nd,John Havlicek,havlijo01
1976,NBA,All-NBA,2nd,Elvin Hayes,hayesel01
1976,NBA,All-NBA,2nd,Phil Smith,smithph01
1976,NBA,All-NBA,2nd,Randy Smith,smithra01
1976,ABA,All-Rookie,1st,Ticky Burden,burdeti01
1976,ABA,All-Rookie,1st,M.L. Carr,carrml01
1976,ABA,All-Rookie,1st,Kim Hughes,hugheki01
1976,ABA,All-Rookie,1st,Mark Olberding,olberma01
1976,ABA,All-Rookie,1st,David Thompson,thompda01
1976,NBA,All-Rookie,1st,Alvan Adams,adamsal01
1976,NBA,All-Rookie,1st,Lionel Hollins,hollili01
1976,NBA,All-Rookie,1st,Joe Meriweather,meriwjo01
1976,NBA,All-Rookie,1st,John Shumate,shumajo01
1976,NBA,All-Rookie,1st,Gus Williams,willigu01
1975,ABA,All-ABA,1st,Artis Gilmore,gilmoar01
1975,ABA,All-ABA,1st,Julius Erving,ervinju01
1975,ABA,All-ABA,1st,George McGinnis,mcginge01
1975,ABA,All-ABA,1st,Ron Boone,boonero01
1975,ABA,All-ABA,1st,Mack Calvin,calvima01
1975,ABA,All-ABA,2nd,Swen Nater,natersw01
1975,ABA,All-ABA,2nd,Marvin Barnes,barnema01
1975,ABA,All-ABA,2nd,George Gervin,gervige01
1975,ABA,All-ABA,2nd,James Silas,silasja01
1975,ABA,All-ABA,2nd,Brian Taylor,taylobr01
1975,ABA,All-Defense,1st,Don Buse,busedo01
1975,ABA,All-Defense,1st,Artis Gilmore,gilmoar01
1975,ABA,All-Defense,1st,Bobby Jones,jonesbo01
1975,ABA,All-Defense,1st,Wil Jones,joneswi02
1975,ABA,All-Defense,1st,Brian Taylor,taylobr01
1975,NBA,All-Defense,1st,Kareem Abdul-Jabbar,abdulka01
1975,NBA,All-Defense,1st,Walt Frazier,fraziwa01
1975,NBA,All-Defense,1st,John Havlicek,havlijo01
1975,NBA,All-Defense,1st,Paul Silas,silaspa01
1975,NBA,All-Defense,1st,Jerry Sloan,sloanje01
1975,NBA,All-Defense,2nd,Don Chaney,chanedo01
1975,NBA,All-Defense,2nd,Dave Cowens,cowenda01
1975,NBA,All-Defense,2nd,Elvin Hayes,hayesel01
1975,NBA,All-Defense,2nd,Bob Love,lovebo01
1975,NBA,All-Defense,2nd,Norm Van Lier,vanlino01
1975,NBA,All-NBA,1st,Bob McAdoo,mcadobo01
1975,NBA,All-NBA,1st,Rick Barry,barryri01
1975,NBA,All-NBA,1st,Elvin Hayes,hayesel01
1975,NBA,All-NBA,1st,Tiny Archibald,architi01
1975,NBA,All-NBA,1st,Walt Frazier,fraziwa01
1975,NBA,All-NBA,2nd,Dave Cowens,cowenda01
1975,NBA,All-NBA,2nd,John Havlicek,havlijo01
1975,NBA,All-NBA,2nd,Spencer Haywood,haywosp01
1975,NBA,All-NBA,2nd,Phil Chenier,cheniph01
1975,NBA,All-NBA,2nd,Jo Jo White,whitejo01
1975,ABA,All-Rookie,1st,Marvin Barnes,barnema01
1975,ABA,All-Rookie,1st,Gus Gerard,gerargu01
1975,ABA,All-Rookie,1st,Bobby Jones,jonesbo01
1975,ABA,All-Rookie,1st,Billy Knight,knighbi01
1975,ABA,All-Rookie,1st,Moses Malone,malonmo01
1975,NBA,All-Rookie,1st,Tom Burleson,burleto01
1975,NBA,All-Rookie,1st,John Drew,drewjo01
1975,NBA,All-Rookie,1st,Scott Wedman,wedmasc01
1975,NBA,All-Rookie,1st,Jamaal Wilkes,wilkeja01
1975,NBA,All-Rookie,1st,Brian Winters,wintebr01
1974,ABA,All-ABA,1st,Artis Gilmore,gilmoar01
1974,ABA,All-ABA,1st,Julius Erving,ervinju01
1974,ABA,All-ABA,1st,George McGinnis,mcginge01
1974,ABA,All-ABA,1st,Mack Calvin,calvima01
1974,ABA,All-ABA,1st,Jimmy Jones,jonesji01
1974,ABA,All-ABA,2nd,Swen Nater,natersw01
1974,ABA,All-ABA,2nd,Dan Issel,isselda01
1974,ABA,All-ABA,2nd,Willie Wise,wisewi01
1974,ABA,All-ABA,2nd,Ron Boone,boonero01
1974,ABA,All-ABA,2nd,Louie Dampier,dampilo01
1974,ABA,All-Defense,1st,Artis Gilmore,gilmoar01
1974,ABA,All-Defense,1st,Julius Keye,keyeju01
1974,ABA,All-Defense,1st,Ted McClain,mcclate01
1974,ABA,All-Defense,1st,Willie Wise,wisewi01
1974,ABA,All-Defense,1st,Mike Gale,galemi01
1974,ABA,All-Defense,1st,Fatty Taylor,taylofa01
1974,NBA,All-Defense,1st,Kareem Abdul-Jabbar,abdulka01
1974,NBA,All-Defense,1st,Dave DeBusschere,debusda01
1974,NBA,All-Defense,1st,John Havlicek,havlijo01
1974,NBA,All-Defense,1st,Norm Van Lier,vanlino01
1974,NBA,All-Defense,1st,Walt Frazier,fraziwa01
1974,NBA,All-Defense,1st,Jerry Sloan,sloanje01
1974,NBA,All-Defense,2nd,Don Chaney,chanedo01
1974,NBA,All-Defense,2nd,Elvin Hayes,hayesel01
1974,NBA,All-Defense,2nd,Bob Love,lovebo01
1974,NBA,All-Defense,2nd,Nate Thurmond,thurmna01
1974,NBA,All-Defense,2nd,Jim Price,priceji01
1974,NBA,All-Defense,2nd,Dick Van Arsdale,vanardi01
1974,NBA,All-NBA,1st,Kareem Abdul-Jabbar,abdulka01
1974,NBA,All-NBA,1st,Rick Barry,barryri01
1974,NBA,All-NBA,1st,John Havlicek,havlijo01
1974,NBA,All-NBA,1st,Walt Frazier,fraziwa01
1974,NBA,All-NBA,1st,Gail Goodrich,goodrga01
1974,NBA,All-NBA,2nd,Bob McAdoo,mcadobo01
1974,NBA,All-NBA,2nd,Elvin Hayes,hayesel01
1974,NBA,All-NBA,2nd,Spencer Haywood,haywosp01
1974,NBA,All-NBA,2nd,Dave Bing,bingda01
1974,NBA,All-NBA,2nd,Norm Van Lier,vanlino01
1974,ABA,All-Rookie,1st,Mike Green,greenmi01
1974,ABA,All-Rookie,1st,Larry Kenon,kenonla01
1974,ABA,All-Rookie,1st,Bo Lamar,lamarbo01
1974,ABA,All-Rookie,1st,Swen Nater,natersw01
1974,ABA,All-Rookie,1st,John Williamson,willijo01
1974,NBA,All-Rookie,1st,Mike Bantom,bantomi01
1974,NBA,All-Rookie,1st,Ron Behagen,behagro01
1974,NBA,All-Rookie,1st,John Brown,brownjo01
1974,NBA,All-Rookie,1st,Ernie DiGregorio,digreer01
1974,NBA,All-Rookie,1st,Nick Weatherspoon,weathni01
1973,ABA,All-ABA,1st,Artis Gilmore,gilmoar01
1973,ABA,All-ABA,1st,Billy Cunningham,cunnibi01
1973,ABA,All-ABA,1st,Julius Erving,ervinju01
1973,ABA,All-ABA,1st,Warren Jabali,jabalwa01
1973,ABA,All-ABA,1st,Jimmy Jones,jonesji01
1973,ABA,All-ABA,2nd,Mel Daniels,danieme01
1973,ABA,All-ABA,2nd,Dan Issel,isselda01
1973,ABA,All-ABA,2nd,George McGinnis,mcginge01
1973,ABA,All-ABA,2nd,Mack Calvin,calvima01
1973,ABA,All-ABA,2nd,Ralph Simpson,simpsra01
1973,ABA,All-Defense,1st,Mike Gale,galemi01
1973,ABA,All-Defense,1st,Artis Gilmore,gilmoar01
1973,ABA,All-Defense,1st,Fatty Taylor,taylofa01
1973,ABA,All-Defense,1st,Willie Wise,wisewi01
1973,ABA,All-Defense,1st,Joe Caldwell,caldwjo01
1973,ABA,All-Defense,1st,Julius Keye,keyeju01
1973,NBA,All-Defense,1st,Wilt Chamberlain,chambwi01
1973,NBA,All-Defense,1st,Dave DeBusschere,debusda01
1973,NBA,All-Defense,1st,Walt Frazier,fraziwa01
1973,NBA,All-Defense,1st,John Havlicek,havlijo01
1973,NBA,All-Defense,1st,Jerry West,westje01
1973,NBA,All-Defense,2nd,Don Chaney,chanedo01
1973,NBA,All-Defense,2nd,Mike Riordan,riordmi01
1973,NBA,All-Defense,2nd,Paul Silas,silaspa01
1973,NBA,All-Defense,2nd,Nate Thurmond,thurmna01
1973,NBA,All-Defense,2nd,Norm Van Lier,vanlino01
1973,NBA,All-NBA,1st,Kareem Abdul-Jabbar,abdulka01
1973,NBA,All-NBA,1st,John Havlicek,havlijo01
1973,NBA,All-NBA,1st,Spencer Haywood,haywosp01
1973,NBA,All-NBA,1st,Tiny Archibald,architi01
1973,NBA,All-NBA,1st,Jerry West,westje01
1973,NBA,All-NBA,2nd,Dave Cowens,cowenda01
1973,NBA,All-NBA,2nd,Rick Barry,barryri01
1973,NBA,All-NBA,2nd,Elvin Hayes,hayesel01
1973,NBA,All-NBA,2nd,Walt Frazier,fraziwa01
1973,NBA,All-NBA,2nd,Pete Maravich,maravpe01
1973,ABA,All-Rookie,1st,Jim Chones,choneji01
1973,ABA,All-Rookie,1st,George Gervin,gervige01
1973,ABA,All-Rookie,1st,James Silas,silasja01
1973,ABA,All-Rookie,1st,Brian Taylor,taylobr01
1973,ABA,All-Rookie,1st,Dennis Wuycik,wuycide01
1973,NBA,All-Rookie,1st,Freddie Boyd,boydfr01
1973,NBA,All-Rookie,1st,Dwight Davis,davisdw01
1973,NBA,All-Rookie,1st,Bob McAdoo,mcadobo01
1973,NBA,All-Rookie,1st,Lloyd Neal,nealll01
1973,NBA,All-Rookie,1st,Jim Price,priceji01
1972,ABA,All-ABA,1st,Artis Gilmore,gilmoar01
1972,ABA,All-ABA,1st,Rick Barry,barryri01
1972,ABA,All-ABA,1st,Dan Issel,isselda01
1972,ABA,All-ABA,1st,Donnie Freeman,freemdo01
1972,ABA,All-ABA,1st,Bill Melchionni,melchbi01
1972,ABA,All-ABA,2nd,Zelmo Beaty,beatyze01
1972,ABA,All-ABA,2nd,Julius Erving,ervinju01
1972,ABA,All-ABA,2nd,Willie Wise,wisewi01
1972,ABA,All-ABA,2nd,Charlie Scott,scottch01
1972,ABA,All-ABA,2nd,Ralph Simpson,simpsra01
1972,NBA,All-Defense,1st,Wilt Chamberlain,chambwi01
1972,NBA,All-Defense,1st,Dave DeBusschere,debusda01
1972,NBA,All-Defense,1st,John Havlicek,havlijo01
1972,NBA,All-Defense,1st,Jerry West,westje01
1972,NBA,All-Defense,1st,Walt Frazier,fraziwa01
1972,NBA,All-Defense,1st,Jerry Sloan,sloanje01
1972,NBA,All-Defense,2nd,Don Chaney,chanedo01
1972,NBA,All-Defense,2nd,Bob Love,lovebo01
1972,NBA,All-Defense,2nd,Paul Silas,silaspa01
1972,NBA,All-Defense,2nd,Nate Thurmond,thurmna01
1972,NBA,All-Defense,2nd,Norm Van Lier,vanlino01
1972,NBA,All-NBA,1st,Kareem Abdul-Jabbar,abdulka01
1972,NBA,All-NBA,1st,John Havlicek,havlijo01
1972,NBA,All-NBA,1st,Spencer Haywood,haywosp01
1972,NBA,All-NBA,1st,Walt Frazier,fraziwa01
1972,NBA,All-NBA,1st,Jerry West,westje01
1972,NBA,All-NBA,2nd,Wilt Chamberlain,chambwi01
1972,NBA,All-NBA,2nd,Billy Cunningham,cunnibi01
1972,NBA,All-NBA,2nd,Bob Love,lovebo01
1972,NBA,All-NBA,2nd,Tiny Archibald,architi01
1972,NBA,All-NBA,2nd,Archie Clark,clarkar01
1972,ABA,All-Rookie,1st,Julius Erving,ervinju01
1972,ABA,All-Rookie,1st,Artis Gilmore,gilmoar01
1972,ABA,All-Rookie,1st,George McGinnis,mcginge01
1972,ABA,All-Rookie,1st,Johnny Neumann,neumajo01
1972,ABA,All-Rookie,1st,John Roche,rochejo01
1972,NBA,All-Rookie,1st,Austin Carr,carrau01
1972,NBA,All-Rookie,1st,Phil Chenier,cheniph01
1972,NBA,All-Rookie,1st,Clifford Ray,raycl01
1972,NBA,All-Rookie,1st,Elmore Smith,smithel01
1972,NBA,All-Rookie,1st,Sidney Wicks,wickssi01
1971,ABA,All-ABA,1st,Mel Daniels,danieme01
1971,ABA,All-ABA,1st,Rick Barry,barryri01
1971,ABA,All-ABA,1st,Roger Brown,brownro01
1971,ABA,All-ABA,1st,Mack Calvin,calvima01
1971,ABA,All-ABA,1st,Charlie Scott,scottch01
1971,ABA,All-ABA,2nd,John Brisker,briskjo01
1971,ABA,All-ABA,2nd,Joe Caldwell,caldwjo01
1971,ABA,All-ABA,2nd,Larry Cannon,cannola01
1971,ABA,All-ABA,2nd,Donnie Freeman,freemdo01
1971,ABA,All-ABA,2nd,Zelmo Beaty,beatyze01
1971,ABA,All-ABA,2nd,Dan Issel,isselda01
1971,NBA,All-Defense,1st,Dave DeBusschere,debusda01
1971,NBA,All-Defense,1st,Walt Frazier,fraziwa01
1971,NBA,All-Defense,1st,Gus Johnson,johnsgu01
1971,NBA,All-Defense,1st,Nate Thurmond,thurmna01
1971,NBA,All-Defense,1st,Jerry West,westje01
1971,NBA,All-Defense,2nd,Kareem Abdul-Jabbar,abdulka01
1971,NBA,All-Defense,2nd,John Havlicek,havlijo01
1971,NBA,All-Defense,2nd,Paul Silas,silaspa01
1971,NBA,All-Defense,2nd,Jerry Sloan,sloanje01
1971,NBA,All-Defense,2nd,Norm Van Lier,vanlino01
1971,NBA,All-NBA,1st,Kareem Abdul-Jabbar,abdulka01
1971,NBA,All-NBA,1st,Billy Cunningham,cunnibi01
1971,NBA,All-NBA,1st,John Havlicek,havlijo01
1971,NBA,All-NBA,1st,Dave Bing,bingda01
1971,NBA,All-NBA,1st,Jerry West,westje01
1971,NBA,All-NBA,2nd,Willis Reed,reedwi01
1971,NBA,All-NBA,2nd,Gus Johnson,johnsgu01
1971,NBA,All-NBA,2nd,Bob Love,lovebo01
1971,NBA,All-NBA,2nd,Walt Frazier,fraziwa01
1971,NBA,All-NBA,2nd,Oscar Robertson,roberos01
1971,ABA,All-Rookie,1st,Joe Hamilton,hamiljo01
1971,ABA,All-Rookie,1st,Dan Issel,isselda01
1971,ABA,All-Rookie,1st,Wendell Ladner,ladnewe01
1971,ABA,All-Rookie,1st,Sam Robinson,robinsa01
1971,ABA,All-Rookie,1st,Charlie Scott,scottch01
1971,NBA,All-Rookie,1st,Dave Cowens,cowenda01
1971,NBA,All-Rookie,1st,Bob Lanier,laniebo01
1971,NBA,All-Rookie,1st,Pete Maravich,maravpe01
1971,NBA,All-Rookie,1st,Calvin Murphy,murphca01
1971,NBA,All-Rookie,1st,Geoff Petrie,petrige01
1970,ABA,All-ABA,1st,Mel Daniels,danieme01
1970,ABA,All-ABA,1st,Rick Barry,barryri01
1970,ABA,All-ABA,1st,Spencer Haywood,haywosp01
1970,ABA,All-ABA,1st,Larry Jones,jonesla01
1970,ABA,All-ABA,1st,Bob Verga,vergabo01
1970,ABA,All-ABA,2nd,Red Robbins,robbire01
1970,ABA,All-ABA,2nd,Roger Brown,brownro01
1970,ABA,All-ABA,2nd,Bob Netolicky,netolbo01
1970,ABA,All-ABA,2nd,Louie Dampier,dampilo01
1970,ABA,All-ABA,2nd,Donnie Freeman,freemdo01
1970,NBA,All-Defense,1st,Dave DeBusschere,debusda01
1970,NBA,All-Defense,1st,Walt Frazier,fraziwa01
1970,NBA,All-Defense,1st,Gus Johnson,johnsgu01
1970,NBA,All-Defense,1st,Willis Reed,reedwi01
1970,NBA,All-Defense,1st,Jerry West,westje01
1970,NBA,All-Defense,2nd,Kareem Abdul-Jabbar,abdulka01
1970,NBA,All-Defense,2nd,Bill Bridges,bridgbi01
1970,NBA,All-Defense,2nd,Joe Caldwell,caldwjo01
1970,NBA,All-Defense,2nd,John Havlicek,havlijo01
1970,NBA,All-Defense,2nd,Jerry Sloan,sloanje01
1970,NBA,All-NBA,1st,Willis Reed,reedwi01
1970,NBA,All-NBA,1st,Billy Cunningham,cunnibi01
